userid,country,state,county,city
USER_03e00276,United States of America,Connecticut,New Haven,New Haven
USER_2504bc29,United States of America,South Carolina,Richland,UKN
USER_c9cc51c8,United States of America,New York,Richmond,NYC
USER_709c208a,United States of America,Florida,Broward County,Weston
USER_2ffb7d49,United States of America,New York,Kings,NYC
USER_a054caca,United States of America,Ohio,Warren,UKN
USER_9f9e6b0e,United States of America,California,Los Angeles County,Inglewood
USER_6153b44d,United States of America,South Carolina,Richland,UKN
USER_7df72a04,United States of America,Virginia,Bedford,UKN
USER_3515b0f2,United States of America,Connecticut,Hartford,Hartford
USER_bf258413,United States of America,Florida,Miami-Dade County,Hialeah
USER_3e6a8947,United States of America,Indiana,Marion,UKN
USER_d01bf8c8,United States of America,New York,Bronx County,NYC
USER_8e9bf911,United States of America,Indiana,Lake,Merrillville
USER_62941856,United States of America,California,Riverside County,Riverside
USER_d8f39ff2,United States of America,Maryland,Prince George's,South Laurel
USER_93deccc7,United States of America,Florida,Broward County,Miramar
USER_249535bf,United States of America,Georgia,DeKalb County,UKN
USER_718fe21e,United States of America,Virginia,Chesterfield,UKN
USER_98220b47,United States of America,Texas,Waller County,UKN
USER_38a1e472,United States of America,New Jersey,Middlesex County,Edison
USER_65e39d62,United States of America,New York,Kings,NYC
USER_454630bc,United States of America,Indiana,Marion,UKN
USER_75825182,United States of America,California,Los Angeles,UKN
USER_53633ff4,United States of America,Massachusetts,Suffolk County,Boston
USER_60920e04,United States of America,Illinois,Madison,Edwardsville
USER_dcf0e458,United States of America,New York,Kings,NYC
USER_6da1ee9e,United States of America,Florida,Broward County,Pembroke Pines
USER_9be71507,United States of America,Mississippi,Harrison,Biloxi
USER_569797d0,United States of America,New York,Jefferson County,Watertown
USER_18427267,United States of America,New York,Kings,NYC
USER_c4c08646,United States of America,New York,Kings County,NYC
USER_e970a234,United States of America,California,Los Angeles,UKN
USER_306796d1,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_605b70db,United States of America,New York,Kings,NYC
USER_42a16831,United States of America,Texas,Bexar County,San Antonio
USER_c9e4d277,United States of America,New York,Kings County,NYC
USER_5df2208c,United States of America,Florida,Volusia County,DeBary
USER_2bcb987e,United States of America,Ohio,Hamilton County,Cincinnati
USER_ba5d5082,United States of America,Georgia,Fulton County,Atlanta
USER_1373a8f7,United States of America,Georgia,Clayton,UKN
USER_1d5e2038,United States of America,New York,Kings,NYC
USER_0c09ba5c,United States of America,Georgia,DeKalb County,UKN
USER_5bd16600,United States of America,California,Los Angeles,Norwalk
USER_feb9f28b,United States of America,New York,New York,NYC
USER_d6269f21,United States of America,Florida,Leon County,Tallahassee
USER_b7f8a254,United States of America,New York,Nassau,East Garden City
USER_fa346a28,United States of America,Texas,Collin,Plano
USER_db2b818e,United States of America,New York,Kings,NYC
USER_b98a9e78,United States of America,Oregon,Linn,Albany
USER_960ed66d,United States of America,California,Los Angeles County,L.A.
USER_95cf5299,United States of America,North Carolina,Cabarrus County,Concord
USER_7b92064e,United States of America,New York,Queens County,NYC
USER_986a13e9,United States of America,California,Los Angeles County,L.A.
USER_6517fbb1,United States of America,Georgia,DeKalb County,Atlanta
USER_f64e9296,United States of America,South Carolina,Greenville County,UKN
USER_253f95df,United States of America,California,Los Angeles,UKN
USER_163bb6ba,United States of America,New Jersey,Burlington County,Bordentown Township
USER_1f5b66a0,United States of America,Virginia,Henrico,Tuckahoe
USER_740ac2e4,United States of America,New York,Kings,NYC
USER_916bdda8,United States of America,Kentucky,Franklin,UKN
USER_8d4f7f61,United States of America,Massachusetts,Hampden County,Springfield
USER_c0d8e73c,United States of America,Arizona,Maricopa,UKN
USER_27b2dd6b,United States of America,Florida,Leon County,Tallahassee
USER_9b3d5def,United States of America,Georgia,Fulton County,Sandy Springs
USER_6bd41509,United States of America,New York,Queens County,NYC
USER_209f9da7,United States of America,New York,Kings County,NYC
USER_ef1dbfd1,United States of America,Indiana,Allen,Fort Wayne
USER_f2335446,United States of America,Virginia,Alexandria City,Alexandria
USER_8b0f7c56,United States of America,Texas,Harris County,UKN
USER_a93e955b,United States of America,Illinois,Cook County,Chicago
USER_abb2ba5f,United States of America,New York,Queens County,NYC
USER_670e2a0b,United States of America,New York,Kings,NYC
USER_a1ddd193,United States of America,New Jersey,Hudson,West New York
USER_a7399fc0,United States of America,California,Alameda County,Alameda
USER_888019a6,United States of America,Virginia,Norfolk (city),Chesapeake
USER_ac313ba7,United States of America,Maryland,Baltimore,Baltimore
USER_ace26898,United States of America,South Carolina,Darlington,UKN
USER_b63c15b0,United States of America,Florida,Broward County,Pembroke Pines
USER_381cdb9b,United States of America,New Jersey,Hudson,Bayonne
USER_bbeaa0af,United States of America,North Carolina,Mecklenburg,UKN
USER_2add8395,United States of America,New York,New York,NYC
USER_7fde2bd5,United States of America,Alabama,Madison,Huntsville
USER_777fa1c6,United States of America,New York,Westchester,Yonkers
USER_272e481f,United States of America,Texas,Harris,Houston
USER_b7612a37,United States of America,Texas,Harris,Houston
USER_1c95cc51,United States of America,Georgia,Clayton,Riverdale
USER_0bc9fe0e,United States of America,North Carolina,Union County,Stallings
USER_a28a48e0,United States of America,California,Santa Clara County,Santa Clara
USER_77586a5a,United States of America,Virginia,Hampton (city),Hampton
USER_44fefd7d,United States of America,New Jersey,Passaic,Paterson
USER_d23abaf3,United States of America,UKN,District of Columbia,UKN
USER_48bdbcca,United States of America,Virginia,Norfolk (city),Norfolk
USER_2481e157,United States of America,New York,Queens County,NYC
USER_98ec103f,United States of America,New York,Bronx County,NYC
USER_2d7e60ae,United States of America,Florida,Escambia County,UKN
USER_fde6c5cc,United States of America,California,Los Angeles County,UKN
USER_49ad8a9e,United States of America,California,Los Angeles County,L.A.
USER_a174b9e3,United States of America,Ohio,Butler County,UKN
USER_46acab41,United States of America,UKN,District of Columbia,UKN
USER_69aa136f,United States of America,New York,New York,NYC
USER_ec7b656e,United States of America,UKN,District of Columbia,Washington
USER_72c9fe32,United States of America,Texas,Harris,UKN
USER_a5cee624,United States of America,South Carolina,Richland,Columbia
USER_2b88efba,United States of America,Arkansas,Pulaski,UKN
USER_a50c8ad0,United States of America,Texas,Harris,UKN
USER_8791d8e1,United States of America,Michigan,Oakland,Ferndale
USER_0f06d656,United States of America,Missouri,City of St. Louis,St. Louis
USER_0df315b4,United States of America,Maryland,Howard,UKN
USER_2de4b0fb,United States of America,New Jersey,Essex,Newark
USER_e58ff35c,United States of America,Virginia,Norfolk (city),Virginia Beach
USER_fe2927ad,United States of America,New Jersey,Hudson,Elizabeth
USER_50f28b98,United States of America,Virginia,Arlington County,Arlington
USER_d2baefda,United States of America,Florida,Seminole County,Altamonte Springs
USER_b226d512,United States of America,New York,New York,NYC
USER_4071a52c,United States of America,Missouri,St. Charles,Hazelwood
USER_29de6aed,United States of America,Georgia,Fulton County,Atlanta
USER_4a21d5f4,United States of America,New York,Nassau,Freeport
USER_8fc80e56,United States of America,Pennsylvania,Delaware County,East Lansdowne
USER_f3b95aea,United States of America,New York,Kings,NYC
USER_a93a9a91,United States of America,Virginia,Newport News (city),Hampton
USER_2b39a655,United States of America,California,Los Angeles County,L.A.
USER_e5be8c46,United States of America,New York,Queens County,NYC
USER_4b07c67d,United States of America,South Carolina,Spartanburg County,Valley Falls
USER_567178a2,United States of America,New York,Albany,Albany
USER_aa2d563a,United States of America,Michigan,Wayne,Detroit
USER_ed96c513,United States of America,Virginia,Norfolk (city),Norfolk
USER_c2312039,United States of America,New York,New York,NYC
USER_1ee4053a,United States of America,South Carolina,Richland,UKN
USER_44b8805b,United States of America,Illinois,Cook,Chicago
USER_90302e40,United States of America,New York,Bronx County,NYC
USER_db9f1cdc,United States of America,Texas,Hays County,San Marcos
USER_322f53d3,United States of America,Florida,Miami-Dade County,UKN
USER_7021d4fe,United States of America,New York,Bronx County,NYC
USER_5d2334ac,United States of America,California,Los Angeles County,Long Beach
USER_6186d37a,United States of America,California,Orange County,Buena Park
USER_e8f20d04,United States of America,Ohio,Cuyahoga County,Westlake
USER_e71ff171,United States of America,Florida,Miami-Dade County,Miami
USER_336002d9,United States of America,New York,New York,NYC
USER_ad1e1f9e,United States of America,California,Los Angeles County,L.A.
USER_e87d6892,United States of America,New York,Kings County,NYC
USER_775d0fee,United States of America,North Carolina,Guilford,Greensboro
USER_20797fea,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_0addeed4,United States of America,Maryland,Baltimore County,Reisterstown
USER_7c25af3d,United States of America,California,Riverside,Riverside
USER_72fbeb8f,United States of America,Ohio,Lucas County,Ottawa Hills
USER_55e59c10,United States of America,Massachusetts,Suffolk County,Boston
USER_df9d01e7,United States of America,New York,Kings County,NYC
USER_ecd27c31,United States of America,Wisconsin,Milwaukee,Milwaukee
USER_0a29afbc,United States of America,Pennsylvania,Allegheny County,Pittsburgh
USER_eee1e2b0,United States of America,Connecticut,Fairfield,Bridgeport
USER_aac8e470,United States of America,New York,Queens County,NYC
USER_8b9de5fa,United States of America,New York,New York,NYC
USER_3f2e9324,United States of America,Ohio,Franklin County,Bexley
USER_f584b4e0,United States of America,Michigan,Ingham County,Okemos
USER_eff72950,United States of America,Colorado,Denver County,Denver
USER_541772d9,United States of America,New York,Bronx County,NYC
USER_b8b90cd2,United States of America,Tennessee,Blount,Alcoa
USER_df3b22b0,United States of America,Delaware,New Castle County,Newark
USER_dcaaaa38,United States of America,New Jersey,Rockland County,Chestnut Ridge
USER_6f3a91f5,United States of America,California,Los Angeles County,L.A.
USER_fba0f842,United States of America,New York,New York,NYC
USER_da801ffb,United States of America,Ohio,Hamilton County,Cincinnati
USER_0c3256e0,United States of America,Michigan,Wayne,Detroit
USER_7d4467ca,United States of America,Utah,Wasatch,UKN
USER_3f54f73c,United States of America,Virginia,Richmond (city),Richmond
USER_3b6bc626,United States of America,South Carolina,Jasper County,UKN
USER_80500f91,United States of America,Pennsylvania,Montgomery County,Upper Merion Township
USER_9cad0697,United States of America,New Mexico,Bernalillo County,ABQ
USER_62de9a8e,United States of America,Connecticut,Fairfield,Stamford
USER_a87c5c8f,United States of America,South Carolina,Anderson County,Belton
USER_a935f0fc,United States of America,Ohio,Hamilton,Sharonville
USER_73885706,United States of America,New York,Kings,NYC
USER_a5fb1b29,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_e35bbbb8,United States of America,New York,Town of Herkimer,Herkimer
USER_db362dd9,United States of America,Maryland,Baltimore County,Owings Mills
USER_f0bc93fe,United States of America,Oklahoma,Oklahoma,Oklahoma City
USER_d6e66d1e,United States of America,Indiana,Porter County,UKN
USER_57c57035,United States of America,Texas,Harris,Houston
USER_96c5fa22,United States of America,New York,Kings,NYC
USER_4a7ab42d,United States of America,New York,Kings,NYC
USER_26a71270,United States of America,New York,Kings,NYC
USER_09433178,United States of America,South Carolina,Kershaw,UKN
USER_04c19ac9,United States of America,Texas,Harris,Houston
USER_e5d7654c,United States of America,New Jersey,Monmouth,Tinton Falls
USER_eeab7749,United States of America,Texas,Galveston,Texas City
USER_6d0cdc52,United States of America,South Carolina,Orangeburg,Orangeburg
USER_759712e4,United States of America,California,Contra Costa,UKN
USER_1c1b63f3,United States of America,Florida,Orange County,UKN
USER_57784f6e,United States of America,New York,Erie,UKN
USER_2cdc6e36,United States of America,New York,Nassau,Westbury
USER_f0635ea4,United States of America,California,Los Angeles County,L.A.
USER_d22f6732,United States of America,California,Los Angeles County,Long Beach
